parent_id;child_id;carrier_id;link_type;country_specific;share
1;11;2;1;2;0.0294233641413267
1;442;2;3;0;NULL
2;15;29;3;0;NULL
2;321;29;1;2;0
2;322;29;1;2;0
2;323;29;1;2;0
4;14;10;1;2;0
4;16;10;1;2;0.0196997137965376
4;17;10;1;2;0
4;19;10;3;0;NULL
4;52;10;1;2;0
4;212;10;1;2;0.0439976328995564
4;213;10;1;2;0.00057232693202675
4;215;10;1;2;0.0116146596768179
4;239;10;1;2;2.80690514302351e-05
4;316;10;1;2;0.000402034975439542
4;391;10;1;2;0.0579194855211071
4;417;10;1;2;0
4;440;10;1;2;0
6;552;5;1;0;1
7;552;5;1;0;1
8;552;5;1;0;1
10;553;5;1;0;1
11;534;61;1;0;1
12;258;7;1;0;1
12;550;5;1;0;1
13;550;5;1;0;1
14;258;7;1;0;1
14;548;5;1;0;1
15;258;8;1;0;1
15;549;5;1;0;1
16;548;5;1;0;1
17;533;61;1;0;1
19;541;66;1;0;1
20;257;6;1;;1
21;301;5;3;;NULL
21;394;5;5;;NULL
21;420;5;5;;NULL
21;421;5;5;;NULL
22;63;4;1;;1
23;103;24;1;;1
23;109;3;1;;1
23;287;40;1;;1
24;177;5;1;;1
25;181;10;1;;0.250943873851389
25;273;10;1;;0.0433532075091026
25;274;10;1;;0.274510802891877
25;275;10;1;;0.0289794167841595
25;276;10;1;;0.402212698963472
26;202;5;5;;NULL
26;301;5;5;;NULL
26;302;5;3;;NULL
26;410;5;5;;NULL
26;412;5;5;;NULL
27;287;40;1;;1
28;103;24;1;;1
28;109;3;1;;1
28;287;40;1;;1
29;492;55;1;;1
32;34;31;1;;0
32;35;31;1;;1
32;36;31;1;;0
32;41;31;1;;0
33;37;30;1;;0
33;38;30;1;;0.472034978412087
33;39;30;1;;0.475600983413865
33;40;30;1;;0.0522726077590704
33;42;30;1;;9.14304149774143e-05
34;576;5;1;;1
35;586;16;1;;1
36;585;15;1;;1
37;576;5;1;;1
38;586;16;1;;1
39;585;15;1;;1
40;570;17;1;;1
41;587;38;1;;1
42;587;38;1;;1
44;211;3;1;;1
46;581;16;1;;1
47;589;18;1;;1
48;580;5;1;;1
49;374;29;1;;0
49;381;29;3;;NULL
50;379;10;1;;1
51;341;5;1;;1
52;250;7;1;0;1
52;548;5;1;0;1
55;251;8;1;;1
55;341;5;1;;1
56;165;10;1;;0.261469790689715
56;262;10;1;;0
56;263;10;1;;0.0816656884531333
56;264;10;1;;0.656864520857151
56;279;10;1;;0
56;280;10;1;;0
57;163;66;1;;1
58;162;5;1;;1
61;577;14;1;;1
62;595;5;1;0;1
63;23;4;2;;NULL
63;28;4;2;;NULL
63;64;4;2;;NULL
63;66;4;2;;NULL
63;67;4;2;;NULL
63;68;4;2;;NULL
63;69;4;2;;NULL
63;70;4;2;;NULL
63;71;4;2;;NULL
63;72;4;2;;NULL
63;73;4;2;;NULL
63;74;4;2;;NULL
63;75;4;2;;NULL
63;79;4;2;;NULL
63;83;4;2;;NULL
63;86;4;4;;0
63;392;4;2;;NULL
63;409;4;2;;NULL
63;414;4;3;;NULL
63;423;4;2;;NULL
63;424;4;2;;NULL
63;430;4;4;;0
63;431;4;4;;0
63;432;4;4;;0
63;433;4;4;;0
63;434;4;4;;0
63;435;4;4;;0
63;436;4;2;;NULL
63;489;4;4;;NULL
64;284;21;1;;1
65;20;5;4;;0
65;23;5;4;;1841013973.83676
65;28;5;4;;14378110696.6601
65;64;5;4;;0
65;66;5;4;;10014256800
65;67;5;4;;0
65;68;5;4;;0
65;69;5;4;;0
65;70;5;4;;0
65;71;5;4;;0
65;72;5;4;;0
65;73;5;4;;0
65;74;5;4;;6366329670.32967
65;75;5;4;;0
65;78;5;3;;NULL
65;79;5;4;;15007770000
65;80;5;4;;1058184000
65;81;5;4;;432216000
65;82;5;4;;0
65;83;5;4;;0
65;85;5;4;;0
65;87;5;4;;0
65;88;5;4;;0
65;90;5;4;;0
65;260;5;4;;250497598.390972
65;303;5;5;;NULL
65;392;5;4;;0
65;409;5;4;;0
65;423;5;4;;0
65;424;5;4;;0
65;436;5;4;;0
65;556;5;4;;0
65;557;5;4;;0
66;113;14;1;;1
66;486;53;1;;1
66;492;55;1;;1
67;113;14;1;;1
67;486;53;1;;1
68;113;14;1;;1
68;486;53;1;;1
69;283;35;1;;1
69;486;53;1;;1
70;283;35;1;;1
70;486;53;1;;1
71;113;14;1;;1
71;486;53;1;;1
72;113;14;1;;1
72;486;53;1;;1
73;109;3;1;;1
74;103;24;1;;1
74;109;3;1;;1
74;287;40;1;;1
75;113;14;1;;1
75;486;53;1;;1
76;555;4;1;0;1
78;249;37;1;;1
79;137;22;1;;1
80;258;23;1;;1
81;258;23;1;;1
82;258;23;1;;1
83;492;55;1;;1
85;257;6;1;;1
86;258;7;1;;1
87;251;25;1;;1
88;251;25;1;;1
90;258;7;1;;1
91;92;9;1;;1
91;112;13;1;;1
92;102;9;4;;
92;105;9;1;;0
92;139;9;3;;NULL
93;127;16;1;;1
93;142;16;3;;NULL
94;128;15;1;;1
94;143;15;3;;NULL
95;129;20;1;;1
95;144;20;3;;NULL
96;130;18;4;;NULL
96;145;18;3;;NULL
97;131;19;4;;NULL
97;146;19;3;;NULL
99;126;17;1;;1
99;148;17;3;;NULL
103;100;24;4;;NULL
103;246;24;3;;NULL
109;104;3;4;;
109;138;3;3;;NULL
111;101;62;1;;1
111;140;62;3;;NULL
112;242;13;3;;NULL
112;497;13;4;;0
113;106;14;4;;NULL
113;243;14;3;;NULL
114;185;14;1;;1
115;188;3;1;;1
116;180;3;1;;1
117;178;66;1;;1
119;201;14;1;;1
120;175;55;1;;1
123;187;66;1;;1
125;588;16;1;;1
126;109;3;1;;1
127;109;3;1;;1
128;109;3;1;;1
129;109;3;1;;1
136;107;22;3;;NULL
136;240;22;4;;NULL
137;136;22;1;;1
145;236;18;1;;1
146;235;19;1;;1
149;583;15;1;;1
151;210;3;1;;1
152;205;3;1;;1
153;203;66;1;;1
156;200;55;1;;1
157;543;66;1;0;1
160;176;14;1;;1
161;202;5;1;;1
162;410;5;1;;1
163;91;66;1;;1
164;109;3;1;;1
165;411;4;1;;1
167;492;55;1;0;1
168;311;14;1;0;1
169;394;5;1;0;1
170;91;66;1;0;1
172;109;3;1;0;1
173;22;4;3;0;NULL
173;318;4;1;2;0
173;319;4;1;2;0
173;320;4;1;2;0
175;492;55;1;;1
176;311;14;1;;1
177;412;5;1;;1
178;91;66;1;;1
180;109;3;1;;1
181;413;4;1;;1
184;492;55;1;;1
185;311;14;1;;1
186;420;5;1;;1
187;91;66;1;;1
188;109;3;1;;1
189;419;4;1;;1
190;91;66;1;;1
200;492;55;1;;1
201;311;14;1;;1
202;26;5;3;;NULL
203;91;66;1;;1
205;109;3;1;;1
206;421;5;1;;1
210;109;3;1;;1
211;109;3;1;;1
212;545;55;1;0;1
213;537;14;1;0;1
215;539;3;1;0;1
217;6;32;1;2;0
217;7;32;1;2;0.05
217;8;32;1;2;0.95
218;164;3;1;;1
220;184;55;1;;1
223;65;1;2;;NULL
224;109;1;2;;NULL
225;91;1;2;;NULL
226;63;1;2;;NULL
227;65;5;1;;1
228;109;3;1;;1
229;91;66;1;;1
230;63;4;1;;1
231;257;6;1;;1
239;258;7;1;0;1
239;541;66;1;0;1
245;63;4;5;;NULL
247;109;3;1;;1
249;304;37;1;;0
249;305;37;1;;0
249;306;37;1;;0
249;307;37;1;;0
249;479;37;1;;0
249;480;37;1;;0
249;481;37;1;;0
249;482;37;1;;0
249;483;37;1;;0
249;484;37;1;;0
249;485;37;1;;0
249;488;37;3;;NULL
260;478;34;1;;1
261;287;40;1;;1
262;281;55;1;;1
263;218;3;1;;1
264;57;66;1;;1
265;287;40;1;;1
266;267;10;1;;0.0204878487539383
266;268;10;1;;0.138765200236283
266;269;10;1;;0.0662740741830005
266;270;10;1;;0.523689844042277
266;593;10;1;0;0.250783032784501
267;114;14;1;;1
268;115;3;1;;1
269;220;55;1;;1
270;123;66;1;;1
271;546;55;1;0;1
273;160;14;1;;1
274;116;3;1;;1
275;120;55;1;;1
276;117;66;1;;1
279;162;5;1;;1
279;250;7;1;;1
280;162;5;1;;1
280;250;7;1;;1
281;492;55;1;;1
283;272;35;1;;1
284;519;21;1;;0.38
284;520;21;1;;0.62
285;4;10;3;0;NULL
285;286;10;1;0;0
287;91;66;1;;1
287;103;24;1;;1
287;109;3;1;;1
289;256;33;4;;NULL
289;290;33;3;;NULL
290;476;33;1;;1
293;538;14;1;0;1
294;540;3;1;0;1
298;413;4;5;;NULL
299;419;4;5;;NULL
300;411;4;5;;NULL
301;21;5;5;;NULL
301;26;5;3;;NULL
302;26;5;5;;NULL
302;303;5;3;;NULL
303;65;5;3;;NULL
303;302;5;5;;NULL
308;287;40;1;;1
311;113;14;1;;1
312;65;5;5;;NULL
313;338;10;1;;0
313;379;10;3;;NULL
314;4;10;3;0;NULL
314;371;10;1;0;0
315;338;10;1;;0
315;379;10;3;;NULL
316;258;7;1;0;1
316;548;5;1;0;1
318;91;66;1;0;1
319;492;55;1;0;1
320;250;7;1;0;1
321;250;8;1;0;1
321;549;5;1;0;1
322;258;8;1;0;1
322;542;66;1;0;1
323;258;8;1;0;1
323;549;5;1;0;1
324;325;10;3;0;NULL
324;326;10;1;2;0.176361884082648
324;327;10;1;2;0.0881809420413242
324;328;10;1;2;0.176361884082648
324;439;10;1;2;0
325;544;66;1;0;1
326;551;5;1;0;1
327;551;5;1;0;1
328;551;5;1;0;1
329;553;5;1;0;1
330;553;5;1;0;1
332;553;5;1;0;1
333;553;5;1;0;1
334;553;5;1;0;1
335;553;5;1;0;1
337;553;5;1;0;1
339;348;10;3;;NULL
339;349;10;1;;0
339;353;10;1;;0
339;354;10;1;;0
339;355;10;1;;0
339;356;10;1;;0
339;366;10;1;;0
339;377;10;1;;0
339;378;10;1;;0
340;55;29;1;;0
340;357;29;1;;0
340;358;29;1;;0
340;360;29;3;;NULL
341;206;5;3;;NULL
342;343;32;3;;NULL
342;344;32;1;;0.24
342;345;32;1;;0.01
343;341;5;1;;1
344;341;5;1;;1
345;341;5;1;;1
346;257;6;1;;1
347;63;4;1;;1
348;190;66;1;;1
349;206;5;1;;1
350;287;40;1;;1
351;113;14;1;;1
352;492;55;1;;1
353;257;6;1;;1
354;190;66;1;;1
354;250;7;1;;1
355;362;55;1;;1
356;206;5;1;;1
356;250;7;1;;1
357;190;66;1;;1
357;250;8;1;;1
358;250;8;1;;1
358;341;5;1;;1
359;403;41;1;;0
359;404;41;1;;0
359;405;41;1;;0
359;406;41;1;;0
360;258;8;1;;1
360;341;5;1;;1
361;399;41;1;;0
361;400;41;1;;0
361;401;41;1;;0
361;402;41;1;;0
362;492;55;1;;1
363;311;14;1;;1
364;109;3;1;;1
366;347;4;3;;NULL
366;350;4;1;;1
366;351;4;1;;0
366;352;4;1;;0
367;2;29;3;0;NULL
367;369;29;1;0;0
368;2;29;3;0;NULL
368;370;29;1;0;0
375;543;66;1;0;1
376;91;66;1;1;0.163938144329897
376;543;66;3;1;NULL
377;364;3;1;;1
378;363;14;1;;1
379;380;10;3;;NULL
379;383;10;1;;0.1
380;339;10;3;;NULL
380;384;10;1;;0.2
381;382;29;3;;NULL
381;385;29;1;;0.1
382;340;29;3;;NULL
382;386;29;1;;0.2
387;342;32;3;;NULL
387;389;32;1;;0.052966875
388;387;32;3;;NULL
388;390;32;1;;0.038955
391;554;4;1;0;1
392;137;22;1;;1
394;21;5;3;;NULL
394;231;5;4;;3127479.62567186
394;318;5;2;;NULL
394;319;5;2;;NULL
394;376;5;2;;NULL
394;417;5;2;;NULL
394;441;5;2;;NULL
395;190;66;1;;1
396;341;5;1;;1
397;395;2;1;;0
397;396;2;1;;0
398;407;10;1;;0
398;408;10;1;;0
399;364;3;1;;1
400;190;66;1;;1
401;362;55;1;;1
402;341;5;1;;1
403;364;3;1;;1
404;190;66;1;;1
405;362;55;1;;1
406;51;5;1;;1
407;190;66;1;;1
408;341;5;1;;1
409;103;24;1;;1
409;109;3;1;;1
409;287;40;1;;1
410;26;5;3;;NULL
410;265;5;4;;0
411;63;4;3;;NULL
411;265;4;2;;NULL
412;26;5;3;;NULL
412;27;5;4;;0
412;29;5;4;;224100000
412;438;5;4;;0
413;27;4;2;;NULL
413;29;4;2;;NULL
413;63;4;3;;NULL
413;438;4;2;;NULL
414;416;4;1;;1
415;416;4;5;;NULL
416;298;4;5;;NULL
416;300;4;5;;NULL
416;308;4;3;;NULL
417;91;66;1;1;0.163938144329897
417;541;66;3;1;NULL
419;63;4;3;;NULL
419;261;4;2;;NULL
419;437;4;2;;NULL
420;21;5;3;;NULL
420;261;5;4;;0
420;437;5;4;;0
421;21;5;3;;NULL
421;346;5;4;;0
421;350;5;2;;NULL
421;351;5;2;;NULL
421;352;5;2;;NULL
422;63;4;1;;1
423;283;35;1;;1
424;109;3;1;;1
425;65;5;1;;1
426;149;41;1;;0
426;427;41;1;;0
426;591;41;1;;1
427;590;19;1;;1
428;48;41;1;;0.951305417555529
428;61;41;1;;0
428;125;41;1;;0.0486945824444714
429;46;41;1;;1
429;47;41;1;;0
429;592;41;1;0;0
430;113;14;1;;1
431;283;35;1;;1
432;109;3;1;;1
433;91;66;1;;1
434;284;21;1;;1
435;492;55;1;;1
436;492;55;1;;1
437;492;55;1;;1
438;113;14;1;;1
438;486;53;1;;1
439;547;55;1;0;1
440;541;66;1;0;1
441;91;66;1;1;0.666666666666667
441;543;66;1;1;0.333333333333333
442;12;2;1;2;0
442;13;2;1;2;0.0798875182228622
442;76;2;1;2;0.0476597389888326
442;157;2;1;2;0.741584831370059
442;271;2;1;2;0
442;293;2;1;2;0
442;294;2;1;2;0
442;375;2;3;2;0.130867911418246
442;376;2;1;2;0
442;441;2;1;2;0
473;190;66;1;;1
474;206;5;1;;1
475;366;4;1;;1
477;498;57;1;;1
477;500;56;1;;1
478;477;34;1;;1
486;487;53;4;;0
486;491;53;3;;NULL
487;91;66;1;;1
487;495;58;1;;1
489;490;54;1;;1
492;493;55;4;;0
492;494;55;3;;NULL
492;111;62;4;;
493;495;58;1;;1
495;496;58;1;;1
497;478;34;1;;1
498;499;57;1;;1
500;501;56;1;;1
502;105;28;5;;NULL
503;137;22;5;;NULL
504;109;3;5;;NULL
505;91;66;5;;NULL
506;111;62;5;;NULL
507;93;16;5;;NULL
508;94;15;5;;NULL
509;95;20;5;;NULL
511;99;17;5;;NULL
512;112;13;5;;NULL
513;113;14;5;;NULL
514;103;24;5;;NULL
515;284;21;5;;NULL
516;96;18;5;;NULL
517;97;19;5;;NULL
518;289;33;5;;NULL
519;521;59;3;;NULL
519;523;59;4;;NULL
520;522;60;3;;NULL
520;524;60;4;;NULL
533;535;61;1;0;1
534;535;61;1;0;1
535;536;61;1;0;1
536;257;61;1;;1
537;168;14;1;0;1
538;168;14;1;0;1
539;172;3;1;0;1
540;172;3;1;0;1
541;170;66;1;0;1
542;170;66;1;0;1
543;170;66;1;0;1
544;170;66;1;0;1
545;167;55;1;0;1
546;167;55;1;0;1
547;167;55;1;0;1
548;169;5;1;0;1
549;169;5;1;0;1
550;169;5;1;0;1
551;169;5;1;0;1
552;169;5;1;0;1
553;169;5;1;0;1
554;173;4;1;0;1
555;173;4;1;0;1
556;93;16;1;0;1
557;287;40;1;0;1
558;113;14;1;0;1
559;99;17;1;0;1
560;94;15;1;0;1
561;95;20;1;0;1
562;93;16;1;0;1
563;568;68;1;0;1
564;91;66;1;0;1
565;97;19;1;0;1
566;96;18;1;0;1
567;26;5;1;0;1
568;569;68;1;0;1
569;109;3;1;0;1
570;559;17;1;0;1
571;560;15;1;0;1
572;562;16;1;0;1
573;564;66;1;0;1
574;565;19;1;0;1
575;566;18;1;0;1
576;567;5;1;0;1
577;558;14;1;0;1
578;562;16;1;0;1
579;566;18;1;0;1
580;567;5;1;0;1
581;562;16;1;0;1
582;563;68;1;0;1
583;560;15;1;0;1
584;561;20;1;0;1
585;571;15;1;0;1
585;574;19;1;0;1
586;572;16;1;0;1
586;575;18;1;0;1
587;573;66;1;0;1
588;578;16;1;0;1
588;579;18;1;0;1
589;566;18;1;0;1
590;565;19;1;0;1
591;584;20;1;0;1
592;582;68;1;0;1
593;594;4;1;0;1
594;189;4;1;0;1
595;186;5;1;0;1
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
