year,max_demand
2010,36.11
2011,36.11
2012,36.11
2013,36.11
2014,36.11
2015,36.11
2016,36.11
2017,36.11
2018,36.11
2019,36.11
2020,36.11
2021,36.11
2022,36.11
2023,36.11
2024,36.11
2025,36.11
2026,36.11
2027,36.11
2028,36.11
2029,36.11
2030,36.11
2031,36.11
2032,36.11
2033,36.11
2034,36.11
2035,36.11
2036,36.11
2037,36.11
2038,36.11
2039,36.11
2040,36.11
2041,36.11
2042,36.11
2043,36.11
2044,36.11
2045,36.11
2046,36.11
2047,36.11
2048,36.11
2049,36.11
2050,36.11